上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部
2025-08-15,600200,*ST苏吴,0.8200%,0,141.93万,-141.93万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-08-15,002830,名雕股份,0.4600%,477.53万,23.67万,453.86万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-08-14,920027,交大铁发,%,138.51万,501.61万,-363.1万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,603256,宏和科技,10.0200%,0,1304.92万,-1304.92万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,600053,九鼎投资,3.0500%,934.03万,0,934.03万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,301181,标榜股份,1.3400%,721.54万,164.05万,557.49万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,300546,雄帝科技,3.3200%,1569.21万,951.68万,617.53万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,300468,四方精创,1.0700%,5312.39万,4735.02万,577.37万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,002830,名雕股份,0.4600%,115.81万,1123.83万,-1008.02万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-14,920027,交大铁发,%,134.69万,236.12万,-101.42万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,603280,南方路机,0.6900%,725.91万,0,725.91万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,601606,长城军工,0.2800%,6883.65万,0,6883.65万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,600355,*ST精伦,1.0300%,0,518.75万,-518.75万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,600203,福日电子,3.2900%,4777.61万,0,4777.61万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,301595,太力科技,1.2600%,161.91万,407.84万,-245.93万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,301357,北方长龙,1.0400%,667.26万,884.48万,-217.22万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,301181,标榜股份,1.3400%,728.03万,185.15万,542.88万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,300468,四方精创,1.0700%,4936.97万,4492.05万,444.91万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002820,桂发祥,-1.5600%,1378.54万,1356.06万,22.47万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002307,北新路桥,0.7700%,944.84万,1055.87万,-111.02万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002305,*ST南置,2.5100%,1015.31万,843.59万,171.71万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002298,中电鑫龙,0.1500%,4045.93万,2611.35万,1434.58万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002148,北纬科技,1.5800%,3565.61万,2077.93万,1487.67万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,002104,恒宝股份,2.5600%,4570.41万,6262.01万,-1691.6万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,000417,合百集团,0.5300%,963.92万,441.73万,522.18万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,000066,中国长城,1.1200%,1.71亿,1.49亿,2265.56万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,000026,飞亚达,-2.2700%,1095.69万,901.53万,194.15万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-14,605169,洪通燃气,0.0900%,946.07万,0,946.07万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,603937,丽岛新材,1.4100%,382.14万,0,382.14万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,603280,南方路机,0.6900%,667.87万,0,667.87万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,601606,长城军工,0.2800%,7689.4万,0,7689.4万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,600855,航天长峰,-0.0700%,870.56万,0,870.56万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,600619,海立股份,1.4200%,3632.29万,0,3632.29万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,600410,华胜天成,0.7200%,0,5779.24万,-5779.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,600203,福日电子,3.2900%,5071.97万,0,5071.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,600053,九鼎投资,3.0500%,961.7万,0,961.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,301357,北方长龙,1.0400%,612.63万,1258.63万,-645.99万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,300546,雄帝科技,3.3200%,1483.23万,1755.47万,-272.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,300468,四方精创,1.0700%,5377.65万,5151.94万,225.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002987,京北方,-1.7600%,1633.72万,1997.23万,-363.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002941,新疆交建,0.2700%,2407.2万,1726.17万,681.02万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002820,桂发祥,-1.5600%,1110.66万,870.62万,240.03万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002562,兄弟科技,-1.8500%,1801.26万,1209.84万,591.41万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002307,北新路桥,0.7700%,1256.94万,976.68万,280.26万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002305,*ST南置,2.5100%,922.13万,956.35万,-34.22万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002298,中电鑫龙,0.1500%,3270.46万,2392.11万,878.35万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,002148,北纬科技,1.5800%,3623.54万,2103.8万,1519.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,000066,中国长城,1.1200%,1.98亿,1.58亿,3919.12万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,000026,飞亚达,-2.2700%,781.45万,1208.83万,-427.37万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-14,603937,丽岛新材,1.4100%,519.02万,0,519.02万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,603280,南方路机,0.6900%,795.1万,0,795.1万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,601606,长城军工,0.2800%,6339.18万,0,6339.18万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,600619,海立股份,1.4200%,3744.98万,0,3744.98万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,301357,北方长龙,1.0400%,820.88万,942.48万,-121.59万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,300546,雄帝科技,3.3200%,1667.93万,817.56万,850.36万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002941,新疆交建,0.2700%,2315.5万,1376万,939.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002939,长城证券,0.7100%,3252.82万,4823.81万,-1570.98万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002820,桂发祥,-1.5600%,1040.3万,532.64万,507.65万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002562,兄弟科技,-1.8500%,1617.61万,795.18万,822.43万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002298,中电鑫龙,0.1500%,3580.7万,2665.97万,914.72万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,002148,北纬科技,1.5800%,3296.18万,2339.24万,956.93万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,000980,众泰汽车,0.4900%,828.26万,725.3万,102.95万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,000417,合百集团,0.5300%,973.75万,182.53万,791.22万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-14,000056,皇庭国际,0.0000%,492.18万,1222.43万,-730.25万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,920088,科力股份,%,725.28万,550.83万,174.44万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,920027,交大铁发,%,540.21万,431.18万,109.03万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,603080,新疆火炬,0.6900%,0,872.31万,-872.31万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,601718,际华集团,-1.2500%,2099.41万,0,2099.41万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,301217,铜冠铜箔,12.9100%,1507.31万,1659.14万,-151.82万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,002742,*ST三圣,0.0000%,606.26万,697.18万,-90.92万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,002670,国盛金控,1.4500%,5289.06万,5670.79万,-381.73万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,002104,恒宝股份,2.5600%,6019.5万,3865.94万,2153.55万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-13,920088,科力股份,%,332.33万,326.29万,6.03万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,920027,交大铁发,%,240.59万,645.78万,-405.18万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,603125,常青科技,0.8900%,0,524.98万,-524.98万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,603080,新疆火炬,0.6900%,904.31万,0,904.31万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,600658,电子城,1.3200%,1.03亿,0,1.03亿,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,600410,华胜天成,0.7200%,8161.79万,0,8161.79万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,600203,福日电子,3.2900%,5250.19万,0,5250.19万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,301357,北方长龙,1.0400%,1181.86万,1504.89万,-323.03万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,301217,铜冠铜箔,12.9100%,1201.4万,1557.64万,-356.24万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,300757,罗博特科,2.8600%,1069.39万,3229.15万,-2159.76万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002915,中欣氟材,2.4900%,3009.41万,2065.27万,944.13万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002742,*ST三圣,0.0000%,581.26万,566.21万,15.05万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002670,国盛金控,1.4500%,6353.55万,6553.54万,-199.98万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002298,中电鑫龙,0.1500%,1988.76万,800.97万,1187.78万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002176,江特电机,2.1100%,7251.77万,7038.2万,213.56万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,002104,恒宝股份,2.5600%,1.44亿,1.21亿,2308.51万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,000691,*ST亚太,5.0300%,589.63万,759.3万,-169.66万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-13,920088,科力股份,%,251.22万,573.54万,-322.32万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,603767,中马传动,0.3000%,1898.5万,0,1898.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,603280,南方路机,0.6900%,439.21万,0,439.21万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,603273,天元智能,0.9700%,0,337.93万,-337.93万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,603080,新疆火炬,0.6900%,0,935.74万,-935.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,601718,际华集团,-1.2500%,2029.92万,0,2029.92万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,600203,福日电子,3.2900%,4915.64万,0,4915.64万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,301357,北方长龙,1.0400%,1796.44万,1185.34万,611.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,301217,铜冠铜箔,12.9100%,1563.46万,1434.38万,129.08万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,002611,东方精工,0.7600%,4151.04万,3842.65万,308.38万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,002313,日海智能,-0.6000%,1075.52万,1604.41万,-528.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,002298,中电鑫龙,0.1500%,2369.38万,3083.13万,-713.75万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,002176,江特电机,2.1100%,6897.77万,6169.66万,728.11万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,002173,创新医疗,0.2600%,6183.39万,7882.09万,-1698.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,000691,*ST亚太,5.0300%,1010.73万,1738.7万,-727.96万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,000066,中国长城,1.1200%,5058.25万,6187.27万,-1129.02万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-13,920088,科力股份,%,258.66万,262.16万,-3.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,920027,交大铁发,%,333.68万,256.35万,77.33万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,603125,常青科技,0.8900%,4290.01万,0,4290.01万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,603080,新疆火炬,0.6900%,1062.19万,0,1062.19万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,600203,福日电子,3.2900%,0,1.01亿,-1.01亿,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,301357,北方长龙,1.0400%,1256.88万,1130.4万,126.48万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,301217,铜冠铜箔,12.9100%,1244.21万,1885.12万,-640.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,002915,中欣氟材,2.4900%,3205.57万,1719.23万,1486.33万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,002742,*ST三圣,0.0000%,888.05万,564.16万,323.89万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,002298,中电鑫龙,0.1500%,1904.14万,774.1万,1130.04万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-13,002176,江特电机,2.1100%,7124.01万,6131.29万,992.72万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,920088,科力股份,%,567.75万,504.97万,62.78万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-12,920027,交大铁发,%,405.64万,489.95万,-84.3万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-12,301632,广东建科,%,2561.78万,593.7万,1968.08万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-12,301357,北方长龙,1.0400%,882.1万,1044.58万,-162.47万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-12,920088,科力股份,%,457.54万,735.01万,-277.46万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,920027,交大铁发,%,694.31万,329.53万,364.77万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,600410,华胜天成,0.7200%,4519.2万,0,4519.2万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,600203,福日电子,3.2900%,0,4906.21万,-4906.21万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,600053,九鼎投资,3.0500%,0,537.88万,-537.88万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,301632,广东建科,%,2317.33万,527.93万,1789.4万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,301357,北方长龙,1.0400%,1046.27万,1013.59万,32.67万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,002940,昂利康,-3.9100%,1369.74万,530.48万,839.26万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,002908,德生科技,-3.0400%,1174.24万,481.07万,693.17万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,002800,天顺股份,0.2900%,876.83万,540.46万,336.37万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,002272,川润股份,1.4100%,2127.46万,1477.99万,649.47万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,002176,江特电机,2.1100%,3182.6万,3870.17万,-687.56万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,000901,航天科技,-0.2400%,4843.12万,4697.76万,145.35万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-12,920088,科力股份,%,646.39万,200.19万,446.19万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,920027,交大铁发,%,245.47万,557.55万,-312.07万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,603991,至正股份,-0.8800%,665万,0,665万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,600203,福日电子,3.2900%,0,4752.5万,-4752.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,301632,广东建科,%,3068.21万,713.3万,2354.91万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,301357,北方长龙,1.0400%,1144.49万,1547.61万,-403.12万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,002940,昂利康,-3.9100%,993.81万,696.36万,297.45万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,002908,德生科技,-3.0400%,1672.34万,711.45万,960.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,002272,川润股份,1.4100%,1638.54万,1905.29万,-266.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,002176,江特电机,2.1100%,3226.62万,2924.07万,302.55万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-12,920027,交大铁发,%,818.65万,899.34万,-80.69万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,600203,福日电子,3.2900%,0,5128.36万,-5128.36万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,301632,广东建科,%,2388.87万,471.58万,1917.28万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,301357,北方长龙,1.0400%,952.28万,1264.52万,-312.24万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,002176,江特电机,2.1100%,2950.8万,2675.76万,275.04万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-12,000056,皇庭国际,0.0000%,262.08万,62.38万,199.69万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,920088,科力股份,%,420.31万,492.99万,-72.67万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,920027,交大铁发,%,993.69万,651.95万,341.74万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,920007,酉立智能,%,824.28万,540.96万,283.31万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,688275,万润新能,2.0800%,0,560.51万,-560.51万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,603059,倍加洁,-0.6100%,1704.85万,0,1704.85万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,600425,青松建化,0.5300%,1859.2万,0,1859.2万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,301616,浙江华业,1.6300%,786.18万,334.4万,451.77万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,301232,飞沃科技,0.0000%,1060.1万,139.07万,921.03万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,002460,赣锋锂业,2.2500%,1837.83万,2734.93万,-897.09万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-11,603683,晶华新材,3.2400%,0,526.57万,-526.57万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,603280,南方路机,0.6900%,0,468.65万,-468.65万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,603080,新疆火炬,0.6900%,1406.6万,0,1406.6万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,603059,倍加洁,-0.6100%,1949.72万,0,1949.72万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,600410,华胜天成,0.7200%,0,4254.65万,-4254.65万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,600203,福日电子,3.2900%,4260.8万,0,4260.8万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,301357,北方长龙,1.0400%,1506.26万,1143.71万,362.54万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,300780,德恩精工,1.2000%,1201.55万,273.73万,927.81万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,002775,文科股份,2.3800%,651.25万,413.26万,237.98万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,002466,天齐锂业,3.7300%,2989.67万,3096.13万,-106.45万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,002460,赣锋锂业,2.2500%,3183.31万,2645.19万,538.12万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,002302,西部建设,1.1800%,1313.14万,941.36万,371.77万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,001278,一彬科技,0.7500%,321.69万,43.43万,278.25万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-11,920088,科力股份,%,183.87万,456.41万,-272.53万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,920027,交大铁发,%,830.57万,654.73万,175.84万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,605055,迎丰股份,%,513.82万,0,513.82万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,603080,新疆火炬,0.6900%,809.79万,0,809.79万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,603059,倍加洁,-0.6100%,585.29万,0,585.29万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,600410,华胜天成,0.7200%,0,4077.03万,-4077.03万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,600203,福日电子,3.2900%,3675.58万,0,3675.58万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,301357,北方长龙,1.0400%,1642.81万,1162.31万,480.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,301232,飞沃科技,0.0000%,787.11万,245.15万,541.95万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,301048,金鹰重工,-1.2400%,2120.8万,826.23万,1294.57万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,002775,文科股份,2.3800%,610.04万,415.6万,194.43万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,002460,赣锋锂业,2.2500%,2531.1万,3182.64万,-651.54万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,002302,西部建设,1.1800%,1506.43万,946.12万,560.3万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,002173,创新医疗,0.2600%,1948.63万,3507.17万,-1558.54万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-08-11,920027,交大铁发,%,1281.45万,376.9万,904.55万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,605055,迎丰股份,%,461.64万,0,461.64万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,603280,南方路机,0.6900%,543.05万,0,543.05万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,603059,倍加洁,-0.6100%,3588.05万,0,3588.05万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,600425,青松建化,0.5300%,1480.56万,0,1480.56万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,600410,华胜天成,0.7200%,0,3738.96万,-3738.96万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,301357,北方长龙,1.0400%,1338.98万,1455.88万,-116.89万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,300780,德恩精工,1.2000%,807.62万,534.66万,272.95万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,300069,金利华电,-1.5700%,89.07万,5.49万,83.58万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,002302,西部建设,1.1800%,1322.75万,809.77万,512.98万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-11,002148,北纬科技,1.5800%,869.01万,1226.96万,-357.95万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-08-08,920088,科力股份,%,753.38万,326.61万,426.76万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,920027,交大铁发,%,887.25万,274.61万,612.63万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,603400,华之杰,0.8500%,403.27万,0,403.27万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,603280,南方路机,0.6900%,0,572.66万,-572.66万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,301038,深水规院,0.3700%,807.13万,694.62万,112.5万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,300753,爱朋医疗,0.0900%,1358.85万,806.9万,551.94万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,300378,鼎捷数智,1.8700%,2546.74万,2374.3万,172.43万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,003040,楚天龙,3.7000%,728.99万,1852.91万,-1123.92万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,002248,华东数控,2.0600%,803.56万,887.68万,-84.11万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,000752,ST西发,0.4800%,184.15万,939.26万,-755.11万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-08-08,920088,科力股份,%,470.29万,327.92万,142.36万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,603500,祥和实业,1.2000%,0,606.63万,-606.63万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,603406,天富龙,%,3329.38万,0,3329.38万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,603398,*ST沐邦,-0.9100%,1292.5万,0,1292.5万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,603280,南方路机,0.6900%,606.71万,0,606.71万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,600539,狮头股份,1.4500%,599.9万,0,599.9万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,600410,华胜天成,0.7200%,3890.9万,0,3890.9万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,600326,西藏天路,-0.5700%,6127.16万,0,6127.16万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,600203,福日电子,3.2900%,4862.92万,0,4862.92万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,301357,北方长龙,1.0400%,1193.61万,1207.65万,-14.04万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,301038,深水规院,0.3700%,1171.35万,872.05万,299.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-08-08,300753,爱朋医疗,0.0900%,1575.29万,747.46万,827.82万,东方财富证券股份有限公司拉萨团结路第一证券营业部
