上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部
2025-07-09,600250,南京商旅,-5.5000%,0,575.33万,-575.33万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,301208,中亦科技,-1.8000%,1446.25万,641万,805.25万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,300208,中程退,0.0000%,10.55万,5.55万,5万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,002992,宝明科技,1.5400%,278.01万,1875.28万,-1597.26万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,002721,金一文化,7.4700%,8022.69万,7649.72万,372.96万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,002640,跨境通,1.0200%,1503.03万,1848.26万,-345.22万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,002562,兄弟科技,-1.8500%,1628.02万,1541.7万,86.32万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,603936,博敏电子,9.9800%,1596.45万,0,1596.45万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,603836,海程邦达,5.1400%,368.42万,0,368.42万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,600744,华银电力,10.0000%,4175.9万,0,4175.9万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,600318,新力金融,2.0400%,0,1242.88万,-1242.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,600190,退市锦港,-7.0200%,26.79万,0,26.79万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,430090,同辉信息,%,377.02万,415.43万,-38.4万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,301658,首航新能,20.0000%,1491.14万,515.97万,975.17万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,301388,欣灵电气,20.0100%,898.5万,630.06万,268.43万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,301378,通达海,3.3900%,92.75万,926.02万,-833.27万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,301208,中亦科技,-1.8000%,1663.39万,1009.4万,653.98万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,301176,逸豪新材,19.9900%,1223.81万,965.58万,258.22万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,300982,苏文电能,5.5600%,2079.78万,1774.4万,305.37万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,002562,兄弟科技,-1.8500%,1761.43万,1889.82万,-128.38万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,000584,工智退,0.0000%,2.86万,26.49万,-23.63万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-09,601133,柏诚股份,10.0200%,472.16万,0,472.16万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,600744,华银电力,10.0000%,0,4173.78万,-4173.78万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,600250,南京商旅,-5.5000%,552.73万,0,552.73万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,301389,隆扬电子,3.8600%,1547.16万,1296.64万,250.52万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,002629,仁智股份,1.5300%,775.21万,472.96万,302.25万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,002562,兄弟科技,-1.8500%,1319.37万,1363.31万,-43.94万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,000691,*ST亚太,5.0300%,143.93万,291.69万,-147.76万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-09,430090,同辉信息,%,359.58万,466.78万,-107.19万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-09,300208,中程退,0.0000%,12.5万,25,12.49万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-08,920037,广信科技,%,1488.88万,854.38万,634.49万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,603676,卫信康,10.0200%,0,341.63万,-341.63万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,600537,亿晶光电,10.0600%,0,846.37万,-846.37万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,430090,同辉信息,%,732.24万,583.81万,148.42万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,301658,首航新能,20.0000%,454.07万,605.84万,-151.77万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,301389,隆扬电子,3.8600%,1097.91万,876.09万,221.81万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,301388,欣灵电气,20.0100%,1003.97万,1314.92万,-310.94万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,002365,永安药业,-5.8800%,1393.76万,1082.97万,310.79万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,001388,信通电子,-6.8300%,678.17万,1362.83万,-684.65万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,001210,金房能源,-6.2000%,325.62万,247.56万,78.05万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,000584,工智退,0.0000%,17.25万,22.19万,-4.93万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-08,603676,卫信康,10.0200%,0,376.16万,-376.16万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,603316,诚邦股份,-4.0200%,792.45万,0,792.45万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,601519,大智慧,10.0300%,0,5354.24万,-5354.24万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,601003,柳钢股份,10.1100%,0,2824.15万,-2824.15万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,600537,亿晶光电,10.0600%,0,739.72万,-739.72万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,600192,长城电工,1.3900%,2144.09万,0,2144.09万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,600190,退市锦港,-7.0200%,44.34万,0,44.34万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,430090,同辉信息,%,363.63万,1008.2万,-644.56万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,301258,富士莱,10.3000%,977.67万,162.12万,815.55万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,300208,中程退,0.0000%,12.55万,24.21万,-11.66万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002623,亚玛顿,10.0100%,887.39万,1027.6万,-140.21万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002579,中京电子,4.2300%,3895.71万,3551.39万,344.32万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002562,兄弟科技,-1.8500%,1587.49万,1191.37万,396.11万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002365,永安药业,-5.8800%,1714.56万,1143.25万,571.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002201,九鼎新材,10.0500%,1376.97万,603.01万,773.95万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,002094,青岛金王,3.6800%,2337.01万,1568.4万,768.61万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,001388,信通电子,-6.8300%,709.63万,742.06万,-32.43万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,000617,中油资本,10.0500%,862.05万,5529.36万,-4667.31万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-08,603676,卫信康,10.0200%,0,344.94万,-344.94万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,603316,诚邦股份,-4.0200%,723.42万,0,723.42万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,603124,江南新材,-1.4300%,538.41万,0,538.41万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,601003,柳钢股份,10.1100%,0,1475.24万,-1475.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,600192,长城电工,1.3900%,2233.28万,0,2233.28万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,600190,退市锦港,-7.0200%,40.96万,0,40.96万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,430090,同辉信息,%,519.76万,647.36万,-127.6万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,301389,隆扬电子,3.8600%,1069.26万,784.08万,285.18万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,002579,中京电子,4.2300%,3814.42万,3284.92万,529.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,002562,兄弟科技,-1.8500%,1749.57万,1205.53万,544.03万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,002365,永安药业,-5.8800%,1793.35万,1202.19万,591.15万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,002263,大东南,10.1200%,1347.61万,2085.41万,-737.79万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,002094,青岛金王,3.6800%,2363.27万,1766.38万,596.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,001388,信通电子,-6.8300%,617.42万,814.06万,-196.63万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,001356,富岭股份,-1.0800%,1212.86万,175.34万,1037.51万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-08,603316,诚邦股份,-4.0200%,874.19万,0,874.19万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,601003,柳钢股份,10.1100%,0,1540.06万,-1540.06万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,600537,亿晶光电,10.0600%,0,738.48万,-738.48万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,301658,首航新能,20.0000%,355.65万,1080.08万,-724.42万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,301526,国际复材,20.0000%,497.3万,816.63万,-319.33万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,300208,中程退,0.0000%,1.29万,17.2万,-15.91万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,002562,兄弟科技,-1.8500%,1692.77万,965.45万,727.32万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,002365,永安药业,-5.8800%,1516.53万,1055.29万,461.23万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,001388,信通电子,-6.8300%,570.93万,884.87万,-313.93万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-08,002951,金时科技,10.0000%,117.59万,766.96万,-649.37万,国金证券股份有限公司上海奉贤区金碧路证券营业部
2025-07-08,601003,柳钢股份,10.1100%,0,1640.5万,-1640.5万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-07,603601,再升科技,5.7600%,1474.11万,0,1474.11万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,600537,亿晶光电,10.0600%,1158.07万,0,1158.07万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,430090,同辉信息,%,868.07万,876.82万,-8.74万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,301501,恒鑫生活,-3.9700%,671.07万,867.91万,-196.84万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,301388,欣灵电气,20.0100%,514.1万,484.52万,29.57万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,002965,祥鑫科技,3.8100%,654.41万,270.64万,383.77万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,000601,韶能股份,2.6100%,98.62万,1338.5万,-1239.88万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,000584,工智退,0.0000%,27.91万,14.42万,13.48万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-07,603928,兴业股份,0.2400%,3211.86万,0,3211.86万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,603316,诚邦股份,-4.0200%,1336.08万,0,1336.08万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,603124,江南新材,-1.4300%,0,526.44万,-526.44万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,601218,吉鑫科技,0.2200%,1147.57万,0,1147.57万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,601003,柳钢股份,10.1100%,1505.86万,0,1505.86万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,600698,湖南天雁,6.2700%,5945.89万,0,5945.89万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,600192,长城电工,1.3900%,0,1281.58万,-1281.58万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,430090,同辉信息,%,523.99万,705.76万,-181.77万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,301501,恒鑫生活,-3.9700%,438.22万,743.67万,-305.44万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,300561,*ST汇科,4.2700%,782.35万,488.81万,293.53万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,300208,中程退,0.0000%,21.18万,29.85万,-8.67万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,002579,中京电子,4.2300%,3494.59万,3869.4万,-374.8万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,002104,恒宝股份,2.5600%,3898.12万,4321.62万,-423.49万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-07,001298,好上好,-0.6400%,1805.17万,2308.2万,-503.02万,东方财富证券股份有限公司拉萨团结路第一证券营业部
